,bucket,delayline,maglattice
0,0.01080374925707938,0.005748520381862013,0.526693434906514
1,0.011147585232795593,0.008413104420331536,0.7860103307845837
2,0.005042909998003003,0.01699152238244221,1.1231901400655024
3,0.002963092943149218,0.021008388125875282,0.47693035634164743
4,0.00983516430620377,0.007749075719884912,0.26682241335948204
5,0.01181835074996419,0.007980122864934661,0.058308898793075666
6,0.008690143281566311,0.005810274098819202,0.09263913720310935
7,0.006227319370297835,0.012531541380106708,0.5473934523259868
8,0.015905832396220575,0.0205213579903551,0.4712035312396009
9,0.004011354116585357,0.03240486123999437,0.09121932497125362
10,0.0053851441558201854,0.006619613791840332,0.17098764589622412
11,0.003341535462868438,0.009753976480729076,0.582717265226937
12,0.005587169726087847,0.010057371405340123,0.20933890382188333
13,0.0031381989509728404,0.009662855028089121,0.039206328668971197
14,0.003358606155375236,0.007604558955806964,0.04469666456221275
15,0.002849219907530705,0.006659479522655513,0.07010449574034187
16,0.005555241682166923,0.053350930867596735,1.5797196481630602
17,0.006430492081701776,0.023783053704145504,1.390576105390465
18,0.0031480332788716148,0.015251825169886038,0.699388735953118
19,0.006340254637718022,0.014412893855815945,0.21276584601745457
20,0.005335374780956798,0.010506472475811473,1.208110154673756
21,0.014400594257966052,0.01160166060070532,0.25938074620996016
22,0.014121303900032332,0.015305800416407235,0.7268360128201529
23,0.0077671835284739985,0.013105152914354152,0.07705647199895714
24,0.005164330559131926,0.009219612227018323,0.0843218577477685
25,0.007201453486630139,0.01081858901402909,0.09733347432769257
26,0.006086993114956954,0.01654679036957213,0.06841513003244236
27,0.00547804867780467,0.010379395710707923,0.11225861190000522
28,0.009071795208593131,0.010362513674075638,0.05609796713431341
29,0.0036099166114671737,0.014015396576934014,1.0001412215329435
30,0.009047652184623186,0.01701536340083312,0.24666053986837097
31,0.004836624767193157,0.012774551671976461,0.6331834744857143
32,0.004234848863420973,0.011679587845453206,0.43352984389693194
33,0.0067400966029555415,0.016227090832391038,0.46983103744920013
34,0.013521599288168689,0.01004346954836945,2.334177759779801
35,0.0039962116189010445,0.004201932660371634,0.16242429674259787
36,0.0038002780660184657,0.008760761754655807,0.14334660251753756
37,0.00906009640281183,0.006893493858882267,0.05248181579495721
38,0.0074184367316268394,0.00402017914062981,0.0972665299131109
39,0.015690788889362452,0.008703848993517794,0.12933155773995916
40,0.006026655625289339,0.010529127106528867,0.03773351056028836
41,0.009208348287494462,0.011534156893335347,0.08497523869658102
42,0.005232228698920356,0.012151254250417473,0.11079467104520398
43,0.0063175319548385055,0.02028946465094859,0.03266299113276779
44,0.014044567379971739,0.007037567846307573,0.41897936746943915
45,0.005605749101014052,0.03146231374504163,0.15773972193812538
46,0.009667491973820457,0.02656354676110637,0.08442266090793703
47,0.00692860580722579,0.013505365885845253,0.3872982568145569
48,0.005054307713204315,0.009827510401232063,0.9068587162657893
49,0.010163349740985586,0.017796386371686308,0.0685706849094324
