bucket,delayline,maglattice,mixed
0.134373213942389,0.1549095651001793,0.5060551391308724,0.1450188130731058
0.1343731843181957,0.1549095650995857,0.5060551392251524,0.1450188156002722
0.134373205991616,0.1549095651020317,0.5060551391661259,0.1450188137850531
0.13437319866661,0.1549095651011973,0.5060551390138293,0.1450188123893297
0.1343731881409226,0.1549095651011494,0.5060551394965912,0.1450188156644664
0.1343732954136715,0.1549095651013402,0.5060551392001654,0.1450188127140236
0.1343731929335383,0.1549095650992974,0.5060551390871096,0.1450188131883873
0.1343732939626072,0.1549095651023076,0.5060551392152596,0.1450188134792148
0.1343731955343855,0.1549095650997715,0.5060551390456064,0.1450188130466246
0.1343767094660448,0.154909565100446,0.506055139083315,0.1450188120475938
0.134373244247769,0.1549095651023757,0.5060551391422875,0.1450188234218087
0.1343732347899764,0.1549095651020456,0.5060551409242373,0.1450188234799526
0.1343732087707905,0.1549095651013967,0.506055139090436,0.1450188236364691
0.1343733784003268,0.1549095651019321,0.5060551390373579,0.1450188119635505
0.1343732620100287,0.1549095651022803,0.5060551390535633,0.1450188212396395
0.1343732022116626,0.1549095651008837,0.5060551390313919,0.1450188120927182
0.1343731928776068,0.1549095651009209,0.5060551390728021,0.1450188151043281
0.1343732213424705,0.1549095651010539,0.5060551393683824,0.1450188124383317
0.1343739193649415,0.1549095651025042,0.5060551390703444,0.1450188141050227
0.1343731705759067,0.1549095650998226,0.506055139050681,0.1450188145345162
0.1343733584838546,0.1549095651050022,0.5060551391857089,0.1450188163636755
0.1343732156567933,0.1549095650999166,0.5060551392826225,0.1450188135296485
0.1343731786227777,0.1549095651018571,0.5060551391288889,0.145018834046211
0.1343735172668832,0.1549095651015275,0.5060551390882257,0.1450188127610167
0.1343738970718755,0.1549095650998084,0.5060551389965394,0.1450188125021623
0.134373419342352,0.1549095651032077,0.5060551391322031,0.1450188126008735
0.134373201182643,0.1549095651009134,0.5060551390403171,0.1450188125255323
0.1343731936747308,0.1549095651020131,0.5060551391200718,0.1450188147961608
0.1343731956346656,0.1549095651025791,0.5060551390930617,0.1450188121421396
0.1343732124175391,0.1549095651044836,0.5060551393556003,0.145018818220018
0.1343732070035828,0.1549095650993649,0.5060551389993668,0.145018812458448
0.1343733781579049,0.1549095651009344,0.5060551393066197,0.1450188142987627
0.1343731939479628,0.1549095651026158,0.5060551391314831,0.1450188128181185
0.1343732034628568,0.1549095651016042,0.5060551391144575,0.1450188179426575
0.1343731938697692,0.1549095650990004,0.5060551390539413,0.1450188299956974
0.1343733700772484,0.1549095651032472,0.5060551391578672,0.1450188143040769
0.1343731836970124,0.1549095651019402,0.5060551393442752,0.1450188135511088
0.134373194334493,0.1549095651042456,0.5060551390702481,0.1450188118421537
0.134373252586792,0.1549095650991135,0.5060551390307528,0.1450188152282976
0.1343732230460254,0.1549095651008918,0.506055139177119,0.1450188130126499
0.1343735540808653,0.1549095650996798,0.5060551392575872,0.145018814274124
0.1343732140658546,0.1549095651009604,0.5060551391828476,0.1450188132281575
0.1343732106006269,0.1549095650997633,0.5060551390196567,0.1450188125016039
0.134373205467651,0.1549095650991089,0.5060551392548878,0.1450188140778741
0.1343731985100909,0.1549095651059026,0.5060551391752951,0.1450188152065241
0.1343749453286145,0.1549095651015538,0.5060551391273923,0.1450188152177858
0.1343731971172319,0.1549095650997567,0.5060551390888952,0.1450188219093671
0.1343731869097344,0.1549095651014966,0.5060551391172959,0.1450188143459838
0.1343731895743841,0.1549095650988026,0.5060551395164474,0.1450188129936054
0.1343731913610549,0.154909565102351,0.5060551395015375,0.1450193491631571
