,brl heart,blr heart,brl chest,blr chest,brl blood,blr blood
0,0.4887038410208115,0.47305748923392965,1.0961834875896455,1.0888192072837333,0.861175048041455,0.9302867005456764
1,0.36463327835970877,0.3627454941671199,1.0142410339766965,0.9361885303847423,0.3227691646330323,0.8457544835301988
2,0.4602836321331493,0.3962803960583812,1.1193772319981663,1.1096583537599982,0.9438041959483614,0.9693305930104165
3,0.4360635665812109,0.4345507174968133,1.120257578611989,1.0817179963255152,0.9224676151446589,0.9836458700167736
4,0.49792698560397575,0.46885920950661164,1.1019798155945297,1.1047730479063773,0.9024661051253074,0.9963198983330848
5,0.5381441835818457,0.5156088797967657,1.103408953995621,1.1362334787046826,0.920564871366051,1.0257823424976082
6,0.5218912537920707,0.5223002411991519,1.1018090414010928,1.1156243471590344,0.8007243131351722,0.9988569130366618
7,0.5829583151275102,0.5573593099284749,1.1291052544298206,1.1070710243882493,0.9969025170721884,1.0011080278257356
8,0.46307702399733897,0.4038101984182932,1.0963474033622589,1.1306932081001126,0.8745306231034656,0.9629175964893832
9,0.5013084357423512,0.45419546812060074,1.1087889025586217,1.0959566763839654,0.9083945319002613,0.9671714544895982
10,0.40599003718627563,0.44171057676199355,1.0913553653213874,1.082432530000804,0.8251937538518745,0.9310359908262934
11,0.5191007770076196,0.5163103944859985,1.1101596097215476,1.100310012470777,0.8782724399526913,0.9687904664924533
12,0.4636292853009828,0.5231890120146648,0.995062299766541,1.1153147682415943,0.7593066861119478,0.9981656963658116
13,0.45541965177352395,0.45349365936359404,1.0992974422799207,1.1104290667239063,0.7243168948333104,0.9648711990837411
14,0.49470515735758563,0.49079977563296406,1.1098091657336349,1.1156685183582653,0.9203360789938301,0.9378852530933717
15,0.45237111136130986,0.4659316088377227,1.0883740234544073,1.0568146082032124,0.9204363640468347,0.9477704107638892
16,0.44670952357921284,0.43668519408878753,1.0647227407146858,0.9828131267655543,0.8089023912208672,0.9557847849184093
17,0.47031734077064125,0.4678564201517978,1.0872749188145339,1.0704454879484893,0.8690999564829728,0.9775036724168206
18,0.4671008834235685,0.5002773271004121,1.0687478379991724,1.1317679655228874,0.8036630743074858,0.9962932489781953
19,0.8684077287211448,0.41466910630480563,1.695997763209892,1.0712776061158338,1.5382471621964755,0.9647434495961849
20,0.4982218675921095,0.5364765651786338,1.1200803091303928,1.111679291128753,0.9874870147579724,0.9779599926771537
21,0.4049856771409935,0.3939375654246573,1.170209925465685,1.113184757901156,0.6116934068761115,1.0163949365509435
22,0.4739732050928585,0.4830192766752831,1.0952526364555084,1.1452672033748377,0.8931178428204481,0.95969787291789
23,0.47504964478232775,0.4644762986792568,1.1118109744966032,1.0588992072613075,0.8264645902985177,0.9587734238484804
24,0.42762245723592285,0.44691328964682786,1.1038944940770083,1.1150697068998894,0.909775851463193,1.0225654491709417
25,0.5389745336605655,0.5429383229212444,1.1089190909249467,1.125761054718774,0.8197106346221626,1.0134293919793098
26,0.4829443816096746,0.482275907396567,1.0701344322098982,1.1197647970150382,0.9241002647171106,0.9985022218324899
27,0.4387065009759551,0.4665777099886771,1.0849685848007293,1.105304067278149,0.7189865073842303,1.0167783427832513
28,0.39633006257162623,0.5765551090522487,1.0908878288280452,1.2261862243559358,0.7162486189230908,1.182750213545979
29,0.4355909480087114,0.5017740389942222,1.0422258206746473,1.1272471260732833,0.574912261960039,0.9973520586847994
30,0.4552753919089411,0.46000281313549096,1.1346632122145797,1.9495783799252058,0.7689335076040757,1.1489933947989983
31,0.4721233625860086,0.4023764017258552,1.2111344854826374,1.0800773194852986,1.0348227660984919,1.0334842546448102
32,0.42714722103561864,0.41216272044046315,1.1182857097724075,0.9826903535741877,0.8191046956860327,0.8475812847940187
33,0.46238476754175517,0.482273208254858,1.0928684201299297,1.1197503088346636,0.8426306834286248,1.0065106655158416
34,0.41406167437557423,0.43210708276971355,1.10643408169527,1.0873306236185996,0.9236163548166056,1.0184485965917243
35,0.516035046977715,0.5156599980532349,1.12785346208558,1.1028524531466095,0.9609066997265863,1.003583504340638
36,0.45918564016245855,0.4057375830114029,1.1355577320898507,1.008440521807982,0.8760910170133251,0.8225620434443853
37,0.49381059025637225,0.527940134045144,1.1241572459933313,1.1281277544731763,0.9815204970630906,1.0080328383960258
38,0.48322066458470936,0.5667210289797323,1.1313477165799761,1.1141821445434958,0.8834029233283327,0.9275358028079267
39,0.49336399731909025,0.44890628992049053,1.1133813030210928,1.133120645791438,0.928646588190184,0.9703915737674896
40,0.4599542878871908,0.48282879167766013,1.0752733378192123,1.075575505796803,0.8815587591460533,0.968342550548279
41,0.5009743256511564,0.45790742328137896,1.114174213757173,1.1212864575125394,0.903470231858971,1.0044531438581121
42,0.49525316427296723,0.49491899715053034,1.1851791057708425,0.9924844290141637,0.908106164222197,0.8555784202038091
43,0.3954011582175838,0.42603879803985095,1.0795159057622172,1.1170860036646517,0.8473812801446263,0.9748051220828514
44,0.4684793636799787,0.38862432034056826,1.1019195678765263,1.5354381018764507,0.45836167813242146,1.5370873537447576
45,0.45960907059414174,0.5107392098198764,1.1016311874209306,1.122759384495737,0.8902739618548475,1.0381453736093675
46,0.5502792330163956,0.5607385910043419,1.1229559555188018,1.1112857672815997,0.9585494608999281,1.0159347815225142
47,0.5275532453853274,0.5067692509292937,1.1067627464693002,1.1121551369138363,0.9140670965665062,1.002249212844506
48,0.5044688017144446,0.48086274394351725,1.1049599305206783,1.0930239246169131,0.8864446828298449,0.980081580363952
49,0.38865394768872064,0.4093423681788564,1.0866747336696365,1.0193477069905816,0.6737038276270109,0.9533062767431969
