,Unnamed: 0,brl heart,brl chest,brl blood,lrb heart,lrb chest,lrb blood
0,0,0.394855403920352,1.0,0.1331096390617824,0.3961130663665478,1.0,0.1164003226529046
1,1,0.3784457093280767,1.0,0.1192958124792954,0.3769853115435228,1.0,0.1180475760041488
2,1,0.4258749398450728,1.0,0.128436156930103,0.3736001197412452,1.0,0.1230823496863696
3,1,0.4089049397514639,1.0,0.1310440152995157,0.3601378232291088,1.0,0.118057645905853
4,1,0.4001392950749654,1.0,0.1324079953511013,0.3773371510853123,1.0,0.1226624609879604
5,1,0.4023041794102047,0.9603109710695076,0.1248607161885441,0.3723665307975309,0.9726161799012526,0.1186542746330423
6,1,0.4199461815094836,1.0,0.1324055545696524,0.37296375174532,1.0,0.1185431386663497
7,1,0.4007948741050314,0.984072253936901,0.1216731902487154,0.3675681728117331,0.9557384538768204,0.116624923715786
8,1,0.4115045822878949,1.0,0.1235603451269888,0.3806227004532581,1.0,0.1227689453255417
9,1,0.3972317229691018,0.9478739406485056,0.119634087772794,0.362943795126623,0.9939957087048616,0.117034243723444
10,1,0.3946132590935744,0.9684544756624802,0.1252897346458108,0.3572551540152444,0.9953308409636756,0.1216125701752513
11,1,0.4094934264840977,0.9735018105255276,0.1343063162204323,0.3699897592399981,1.0,0.1213085725854926
12,1,0.4431168074386243,0.9442854908577576,0.1222558257135047,0.3659054318431977,1.0,0.1162626366317245
13,1,0.395798971500058,1.0,0.1214347721086657,0.3910618503515465,1.0,0.120026343658317
14,1,0.4009493173892726,1.0,0.1300240848198325,0.3530341755900064,1.0,0.1274945664670742
15,1,0.4033070893675494,1.0,0.1230038897999399,0.3552250753777348,1.0,0.1196864342766069
16,1,0.3889517919578589,1.0,0.119334718376715,0.368946385652004,1.0,0.1198102293392292
17,1,0.4159130907741968,1.0,0.1243702759846061,0.3723766927798746,1.0,0.1103761791917774
18,1,0.4103793252253547,1.0,0.1248755515101708,0.3757830826820963,1.0,0.1268041253814396
19,1,0.4215333014863291,1.0,0.1299224743165978,0.3606149733233086,1.0,0.120489160641967
20,1,0.4093236976944479,1.0,0.1337402406538664,0.3503435814597109,1.0,0.117846314484563
21,1,0.4151694284807009,0.9923204453874678,0.1259447552172247,0.3797232983421446,1.0,0.11817285095452
22,1,0.4236889552543387,0.9797370627622556,0.1238217438889519,0.3757001183055147,1.0,0.1209248590382327
23,1,0.399945587810687,0.9881830882539284,0.1223408895905197,0.3638125070456279,1.0,0.1223061715768164
24,1,0.4372051261157392,1.0,0.1266407414028778,0.3856380001077015,1.0,0.1134056465772565
25,1,0.4094485951904508,0.9351933938016304,0.1239634127604865,0.3757447242579156,0.9446851961318397,0.1203071173703478
26,1,0.3788477762582494,1.0,0.1171944022635991,0.3777629455338006,1.0,0.1093317026149661
27,1,0.3915475544358954,0.9887743683075838,0.1203201875454194,0.3756499092565593,1.0,0.1196015269391742
28,1,0.4192214274977539,0.9066516786735758,0.1384872377570624,0.3583460609441455,0.9365569346726946,0.1201122068247688
29,1,0.3721279833666471,0.9519795362681592,0.1303955533098715,0.348041081847355,0.9417450902938898,0.1221911722307539
30,1,0.3747241011433658,1.0,0.1234161135338859,0.3681488360301665,1.0,0.1133881522790964
31,1,0.3994300988886701,0.958113754171284,0.1280049800102657,0.3662303689368306,0.9552812840179764,0.1179654321897809
32,1,0.381883833310612,0.983224361988734,0.1197290780057449,0.3648649136205761,0.9623272524511264,0.1198963100864554
33,1,0.3862240090856341,1.0,0.1395391663257318,0.3569193243325067,1.0,0.1156879552691496
34,1,0.4028580575029125,0.9320535206669988,0.1318993246571975,0.4290588246660777,0.9631142755498152,0.1170664635315214
35,1,0.3807103515262002,1.0,0.1331518612703104,0.3801505589489934,0.9986451507129724,0.1200718941244407
36,1,0.3856140468043528,1.0,0.1269249582106924,0.3616125207520631,1.0,0.1209612286079724
37,1,0.3866638167638976,1.0,0.12324655547047,0.347717330319967,1.0,0.115241351881774
38,1,0.4453048620418381,1.0,0.1344889268241671,0.3672929057462087,1.0,0.1206859962708681
39,1,0.414137285146692,1.0,0.1464165046743384,0.3855202393112737,1.0,0.1261966578978117
40,1,0.4254390975810176,0.9704294528239368,0.1216916424228157,0.3862022580419585,0.9729228681820904,0.1220992284031367
41,1,0.3995484718143062,0.9835666052253726,0.1186820561574629,0.3557915783405433,0.9692749332865656,0.1175447514952057
42,1,0.3965590176721962,1.0,0.1167845540174182,0.3829223971148082,0.9987929133477692,0.1103687320620471
43,1,0.4281016437688666,0.9419853158557876,0.1198367511296149,0.3626393293094887,0.947348903074404,0.1156607018539932
44,1,0.4273695261138676,0.9561616806080736,0.1300609048248813,0.3667183848949014,0.9780471432460672,0.1313021286366588
45,1,0.4029302872941847,0.9935429338310288,0.1333423019952742,0.3643572130750253,0.9909683090593217,0.1145685900559629
46,1,0.3873179170337786,0.9539622681128768,0.1201075235640173,0.3735645090171299,0.97502314937997,0.1227865930413768
47,1,0.3912542788519704,1.0,0.1310224446989523,0.3758026605936222,1.0,0.1298136084278793
48,1,0.4220846191415741,1.0,0.1253922658584835,0.3835250751434154,1.0,0.1145675761355775
49,1,0.3980688358381162,0.9147298557049032,0.1222940921098351,0.3737068165813338,0.9560669146764844,0.1169944052580605
